EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobSatisfaction,WorkLifeBalance,PerformanceRating,EducationField
2769,39,Female,HR,Developer,18817,14,8,4,4,No,1,3,3,Other
2774,57,Male,R&D,HR Specialist,14931,8,1,6,7,No,3,2,3,Medical
2777,40,Female,Sales,Manager,16028,14,13,0,13,No,1,4,2,Human Resources
2781,33,Male,IT,Manager,17774,6,6,7,4,Yes,3,1,3,Marketing
2782,36,Female,HR,HR Specialist,7912,18,5,2,8,Yes,1,2,3,Marketing
2784,50,Male,HR,Analyst,17373,14,2,1,12,No,3,3,3,Marketing
2785,31,Male,IT,Sales Executive,7908,19,4,8,0,No,1,1,3,Other
2786,23,Male,IT,Analyst,6691,11,2,4,5,Yes,1,4,3,Life Sciences
2787,32,Female,HR,Developer,14677,10,5,8,7,No,4,4,1,Human Resources
2789,31,Male,Sales,Sales Executive,4719,19,2,5,5,Yes,4,2,2,Marketing
2790,35,Female,R&D,HR Specialist,9026,16,11,0,2,Yes,2,1,2,Other
2791,39,Female,IT,Research Scientist,13728,6,1,6,2,No,4,1,3,Medical
2792,30,Female,IT,Manager,17073,17,10,3,1,No,1,1,1,Other
2793,49,Female,HR,Developer,10737,16,12,6,12,No,1,3,2,Medical
2794,24,Male,Sales,Developer,10184,15,3,8,1,No,3,4,2,Life Sciences
2796,27,Male,HR,Developer,17575,4,0,0,6,No,1,1,1,Marketing
2797,48,Female,IT,HR Specialist,16686,12,7,6,14,No,1,2,4,Medical
2798,23,Male,Sales,Manager,17351,10,4,9,9,No,4,1,3,Marketing
2801,24,Female,IT,Analyst,18266,17,8,3,13,Yes,4,1,3,Life Sciences
2802,37,Male,IT,Analyst,10252,3,1,6,10,Yes,3,1,3,Technical Degree
2804,23,Male,Finance,Sales Executive,6905,10,10,1,6,No,1,3,2,Life Sciences
2805,38,Female,Sales,Analyst,18090,16,2,7,11,No,4,2,2,Marketing
2806,33,Male,R&D,HR Specialist,5342,10,0,5,7,No,1,3,1,Marketing
2807,56,Female,Finance,Manager,11091,2,0,0,11,No,3,4,4,Human Resources
2808,22,Female,Finance,Developer,8024,18,1,8,11,Yes,2,1,4,Marketing
2809,36,Female,Finance,Developer,14441,19,1,1,4,No,2,1,3,Technical Degree
2811,58,Female,Sales,Sales Executive,19711,13,12,8,13,No,2,2,4,Other
2812,42,Male,HR,Research Scientist,12543,5,5,7,7,No,1,3,1,Technical Degree
2813,52,Female,Finance,Analyst,5289,18,14,7,4,Yes,1,1,4,Life Sciences
2814,46,Female,HR,Sales Executive,14354,14,10,3,12,No,4,1,1,Human Resources
2815,44,Female,HR,Analyst,14291,10,7,0,13,Yes,1,1,3,Life Sciences
2816,45,Male,IT,Developer,12702,17,11,9,8,No,2,2,3,Life Sciences
2817,59,Male,HR,Sales Executive,3219,3,3,3,5,Yes,1,4,4,Technical Degree
2818,49,Female,IT,Developer,9407,18,2,2,12,No,3,3,2,Life Sciences
2821,57,Female,IT,Manager,16591,3,1,8,7,Yes,2,4,4,Marketing
2822,56,Female,Sales,Developer,6239,11,0,2,6,No,4,1,1,Life Sciences
2824,59,Female,Sales,Manager,15567,15,12,0,6,No,4,2,1,Marketing
2827,53,Male,HR,Sales Executive,12863,15,14,3,14,No,3,2,4,Technical Degree
2829,24,Male,HR,Research Scientist,3290,8,1,6,0,No,3,4,2,Life Sciences
2830,49,Male,IT,HR Specialist,9312,13,11,9,11,No,4,2,2,Other
2831,36,Female,HR,Research Scientist,6679,7,6,7,8,No,4,4,4,Marketing
2833,32,Female,HR,Developer,3352,10,5,0,6,Yes,2,1,2,Technical Degree
2835,57,Male,R&D,Analyst,6398,14,14,7,12,No,4,2,1,Medical
2836,54,Male,HR,Sales Executive,6006,17,5,9,11,No,3,1,2,Life Sciences
2837,45,Female,HR,Manager,4004,4,3,9,0,No,4,4,1,Life Sciences
2839,49,Female,HR,Research Scientist,8967,18,13,8,9,No,2,2,4,Human Resources
2840,58,Female,Finance,Research Scientist,9428,18,7,7,7,No,3,1,4,Life Sciences
2841,28,Male,R&D,Sales Executive,5078,15,0,4,13,No,1,3,2,Marketing
2842,25,Male,IT,HR Specialist,5261,18,9,0,4,No,2,3,3,Technical Degree
2843,58,Female,R&D,Research Scientist,4737,16,0,8,11,No,3,3,4,Human Resources
2844,22,Female,Sales,Manager,6096,12,3,9,11,No,1,4,1,Medical
2845,22,Male,Finance,Manager,10927,7,0,9,0,No,2,4,4,Other
2846,41,Male,IT,HR Specialist,5444,10,4,9,12,No,4,1,2,Other
2847,40,Male,HR,Manager,19720,17,10,9,4,Yes,2,4,3,Medical
2848,50,Male,Sales,Developer,12159,10,8,4,14,Yes,2,4,3,Life Sciences
2850,39,Male,Finance,Manager,16056,13,8,6,1,Yes,1,4,2,Medical
2852,56,Male,Sales,HR Specialist,13798,16,5,7,13,No,2,1,4,Other
2853,52,Female,IT,Sales Executive,11187,15,11,9,11,No,2,2,2,Other
2854,48,Female,IT,HR Specialist,5970,4,0,8,10,No,4,1,2,Marketing
2856,59,Male,IT,Manager,19862,8,4,1,14,No,4,2,3,Technical Degree
2858,29,Female,Sales,Sales Executive,6480,13,1,3,6,Yes,4,4,3,Human Resources
2859,55,Male,Finance,Developer,11542,17,11,1,8,Yes,1,3,1,Marketing
2860,33,Female,Finance,Developer,18860,11,0,0,10,Yes,3,4,1,Marketing
2861,59,Male,IT,Developer,6042,13,12,0,11,No,2,1,3,Other
2862,22,Female,IT,Analyst,9564,15,4,3,1,No,2,3,2,Medical
2863,52,Male,Sales,Research Scientist,13233,4,4,8,7,No,3,1,2,Human Resources
2864,25,Male,HR,Research Scientist,14170,19,0,8,13,No,1,1,4,Human Resources
2865,26,Female,Sales,Research Scientist,17073,19,12,6,7,No,4,4,3,Marketing
2866,51,Male,Finance,Developer,13567,14,14,4,10,No,2,3,2,Technical Degree
2868,24,Female,Finance,Analyst,18611,16,6,0,8,No,4,4,4,Medical
2869,32,Female,R&D,Developer,19007,11,2,2,8,No,4,3,4,Medical
2870,25,Male,R&D,Manager,12781,12,10,0,13,No,2,2,1,Technical Degree
2872,48,Male,HR,Manager,6603,6,5,4,6,Yes,1,3,1,Technical Degree
2873,48,Female,HR,Sales Executive,3289,6,1,3,4,Yes,3,2,1,Marketing
2875,36,Male,Sales,Analyst,10393,14,8,5,13,No,1,2,2,Other
2876,51,Male,Sales,Developer,12868,17,1,5,6,No,3,1,3,Life Sciences
2878,58,Female,HR,Analyst,10605,9,0,3,9,No,2,2,3,Human Resources
2879,58,Male,Finance,Developer,14827,18,0,8,6,No,4,2,4,Technical Degree
2881,44,Female,HR,HR Specialist,15014,6,3,7,14,No,2,3,3,Marketing
2883,25,Female,HR,HR Specialist,19734,4,3,1,12,No,3,3,1,Human Resources
2884,39,Male,Sales,Research Scientist,8584,5,4,9,3,No,2,2,3,Marketing
2885,30,Male,IT,Analyst,15965,9,5,7,11,No,3,2,4,Medical
2886,50,Male,Finance,HR Specialist,9404,11,4,1,8,No,2,2,1,Human Resources
2887,34,Female,Sales,Research Scientist,15159,13,4,7,3,No,1,4,1,Marketing
2892,26,Male,HR,Research Scientist,6488,14,4,2,12,No,4,3,3,Human Resources
2893,58,Female,Sales,Research Scientist,4895,15,8,4,7,No,4,1,3,Medical
2894,34,Male,Finance,Sales Executive,5908,19,13,3,5,No,3,3,2,Human Resources
2896,43,Female,IT,Analyst,8457,19,3,0,3,Yes,3,2,2,Marketing
2897,44,Female,Sales,HR Specialist,14574,15,8,0,1,No,3,3,3,Life Sciences
2898,24,Male,R&D,Developer,13135,14,4,7,11,No,1,2,3,Other
2900,53,Female,IT,Analyst,11847,4,0,8,8,No,1,1,4,Technical Degree
2902,42,Female,IT,Analyst,17658,8,3,1,8,No,2,2,1,Other
2903,32,Female,Sales,Analyst,19781,13,12,4,14,No,3,1,2,Technical Degree
2904,25,Female,R&D,Research Scientist,3645,18,14,7,10,No,1,3,1,Human Resources
2905,22,Male,Finance,HR Specialist,15700,17,12,8,12,Yes,2,4,4,Marketing
2906,49,Male,R&D,Manager,13964,8,3,5,8,No,1,2,1,Medical
2907,45,Male,Sales,Developer,4962,2,1,3,13,No,2,2,3,Life Sciences
2908,56,Female,HR,Developer,9473,10,2,8,2,No,3,4,3,Life Sciences
2909,34,Female,Sales,Sales Executive,10483,14,7,3,2,No,2,2,4,Human Resources
2912,57,Female,Finance,Analyst,11705,17,13,0,4,No,2,4,2,Medical
2913,38,Female,Finance,Analyst,13704,11,0,3,4,No,3,4,1,Other
2915,39,Male,IT,Manager,15451,19,3,2,4,No,1,2,1,Technical Degree
2918,40,Female,HR,Sales Executive,16208,17,5,9,11,Yes,2,3,4,Technical Degree
2919,58,Male,R&D,Manager,4844,4,2,0,7,No,2,2,2,Marketing
2920,42,Female,Finance,Research Scientist,18257,13,6,7,14,No,4,3,2,Medical
2921,29,Male,Finance,Analyst,10559,10,2,6,13,No,2,1,3,Human Resources
2923,26,Female,Sales,HR Specialist,3679,8,5,9,13,No,4,3,4,Marketing
2925,58,Female,Sales,Manager,8347,13,6,1,9,Yes,1,4,4,Technical Degree
2927,40,Female,HR,Developer,14561,9,4,7,1,Yes,3,4,1,Medical
2928,48,Male,IT,Sales Executive,16571,18,4,0,8,No,3,3,3,Marketing
2930,32,Male,HR,Analyst,3009,15,3,7,0,Yes,3,2,2,Technical Degree
2932,42,Female,R&D,Sales Executive,15445,11,7,0,11,No,3,1,2,Other
2933,32,Male,Finance,Manager,18203,6,4,3,4,Yes,2,4,3,Life Sciences
2936,38,Female,Finance,Analyst,13378,18,8,9,11,No,4,2,3,Other
2937,41,Female,R&D,Developer,19079,9,2,5,11,No,2,3,2,Marketing
2939,27,Female,Finance,Developer,13219,4,2,0,14,No,2,2,2,Technical Degree
2941,40,Female,Finance,Sales Executive,3043,18,7,3,10,Yes,2,3,4,Human Resources
2942,47,Female,HR,Manager,10326,17,11,1,4,No,4,3,3,Human Resources
2943,53,Female,Finance,Developer,13086,18,6,0,4,No,4,3,2,Life Sciences
2944,27,Female,Sales,Manager,10776,18,5,5,1,No,4,1,2,Other
2946,59,Male,R&D,Analyst,11200,19,6,0,3,Yes,1,4,2,Life Sciences
2947,32,Female,IT,Manager,8632,10,5,9,8,No,1,3,1,Medical
2951,36,Female,R&D,Sales Executive,5457,16,4,7,7,No,4,4,3,Other
2952,48,Male,IT,Analyst,14196,15,4,5,14,No,2,3,1,Technical Degree
2953,32,Male,IT,Developer,15839,6,5,0,12,No,2,4,2,Medical
2954,38,Male,Finance,Manager,9699,12,9,8,3,No,1,2,4,Life Sciences
2955,35,Female,R&D,Developer,16167,11,10,0,11,No,2,2,4,Life Sciences
2957,39,Male,Finance,Sales Executive,10157,7,3,2,5,Yes,2,3,3,Medical
2959,25,Male,Sales,Sales Executive,5714,12,9,7,6,Yes,4,4,3,Other
2960,28,Female,IT,Research Scientist,10364,10,8,6,14,No,4,4,2,Medical
2962,30,Female,IT,Research Scientist,14998,16,1,2,7,No,2,3,1,Marketing
2963,29,Male,HR,Research Scientist,12583,18,10,4,8,No,4,4,1,Technical Degree
2964,38,Female,Sales,Developer,12274,12,11,4,4,No,1,3,4,Human Resources
2965,38,Female,Sales,Analyst,15271,14,2,1,5,No,4,1,1,Life Sciences
2966,54,Male,Finance,Analyst,5835,11,8,0,5,No,3,1,3,Life Sciences
2967,53,Female,HR,Developer,11013,16,0,4,9,Yes,1,4,1,Other
2969,40,Female,Sales,Research Scientist,7205,6,2,2,12,No,2,4,3,Human Resources
2972,26,Female,Sales,Research Scientist,13536,5,0,1,13,No,2,2,3,Life Sciences
2974,52,Female,HR,Developer,13046,15,13,3,4,No,2,4,3,Technical Degree
2975,37,Female,IT,Manager,10262,14,2,5,5,No,3,3,1,Human Resources
2976,53,Male,HR,HR Specialist,6868,9,3,8,13,No,1,1,3,Medical
2977,43,Male,R&D,Analyst,6790,13,4,7,11,No,2,3,2,Technical Degree
2978,50,Female,Sales,Sales Executive,14224,8,4,7,13,Yes,2,4,1,Human Resources
2979,43,Female,R&D,Manager,4273,14,11,1,0,No,4,4,2,Life Sciences
2980,24,Female,Finance,Manager,14159,6,1,3,7,No,3,3,1,Human Resources
2981,31,Male,IT,Developer,15434,6,6,5,4,Yes,1,1,4,Medical
2982,42,Female,Sales,Developer,16328,7,5,5,4,No,1,2,2,Life Sciences
2983,37,Male,HR,Analyst,17703,18,13,9,7,Yes,2,2,1,Marketing
2984,33,Female,IT,Sales Executive,12404,17,10,5,13,No,3,4,4,Medical
2985,23,Female,HR,Manager,10811,16,6,7,7,No,2,4,4,Marketing
2986,45,Female,Finance,Analyst,13487,17,14,7,8,No,2,4,2,Human Resources
2987,56,Female,Sales,Sales Executive,13389,18,9,6,10,No,1,2,4,Other
2989,51,Male,Finance,Manager,18365,12,2,5,2,No,1,4,1,Technical Degree
2990,56,Female,Finance,Developer,18196,10,7,5,9,No,1,4,3,Life Sciences
2991,40,Male,Finance,Developer,12610,18,14,2,10,No,4,3,4,Medical
2992,29,Male,HR,Developer,16869,6,5,2,1,Yes,1,4,2,Life Sciences
2995,51,Female,IT,Manager,19186,7,7,4,9,No,1,1,4,Human Resources
2996,28,Male,Finance,Analyst,11571,9,7,5,4,Yes,1,2,4,Other
2997,24,Male,IT,Developer,14492,4,2,5,5,Yes,4,4,3,Technical Degree
2998,22,Male,HR,Research Scientist,17480,14,0,3,7,Yes,4,1,2,Technical Degree
2999,57,Female,Finance,Research Scientist,13582,15,11,4,13,No,1,1,1,Medical
3000,46,Male,HR,Analyst,10033,9,0,6,14,No,3,3,1,Other
3002,22,Male,HR,Research Scientist,14163,18,1,9,14,No,4,3,3,Medical
3004,58,Male,R&D,Analyst,15094,13,9,4,7,No,2,4,2,Human Resources
3006,29,Female,Finance,HR Specialist,8648,13,5,0,12,No,3,4,4,Marketing
3009,22,Male,Sales,Sales Executive,18950,18,0,3,5,Yes,4,3,4,Marketing
3010,57,Male,Finance,Manager,4807,17,1,9,11,No,1,1,3,Technical Degree
3011,56,Male,Sales,Manager,15500,11,4,7,5,Yes,3,2,3,Medical
3012,23,Female,IT,Sales Executive,18705,9,2,7,2,Yes,1,2,1,Technical Degree
3014,30,Female,R&D,Research Scientist,19122,13,13,5,6,No,4,2,2,Medical
3015,55,Female,Sales,Developer,6155,8,8,6,6,No,3,2,1,Medical
3016,35,Male,R&D,Analyst,12110,14,9,6,7,No,4,3,3,Human Resources
3017,25,Male,R&D,HR Specialist,15463,13,6,0,10,Yes,2,2,4,Other
3018,51,Male,HR,Developer,5631,8,0,3,6,No,4,2,4,Human Resources
3021,32,Male,R&D,Sales Executive,8513,11,0,2,4,Yes,4,3,2,Medical
3022,56,Female,R&D,Manager,4829,15,2,9,13,No,3,2,3,Human Resources
3023,29,Male,IT,Sales Executive,12855,19,9,9,3,No,3,2,4,Marketing
3026,34,Female,R&D,Sales Executive,6812,18,12,7,12,No,3,2,2,Life Sciences
3027,53,Female,R&D,Research Scientist,14531,4,1,2,2,No,4,1,3,Human Resources
3028,55,Male,HR,Manager,16236,17,10,4,12,No,1,1,2,Technical Degree
3030,59,Female,Finance,Developer,5759,14,13,7,0,No,2,2,1,Human Resources
3032,23,Female,IT,Research Scientist,5876,7,3,4,10,Yes,1,3,4,Marketing
3033,38,Male,Finance,Analyst,15712,15,7,2,2,No,2,2,3,Other
3036,59,Female,HR,Research Scientist,19439,17,1,0,13,No,4,3,2,Medical
3037,23,Male,Finance,Developer,6362,15,8,1,6,No,2,1,4,Technical Degree
3038,23,Female,HR,Manager,14051,9,4,7,10,No,4,4,2,Technical Degree
3040,34,Female,HR,HR Specialist,8003,17,12,5,5,No,1,3,1,Technical Degree
3041,52,Female,R&D,Developer,18732,16,13,4,10,Yes,4,1,3,Life Sciences
3043,24,Female,Sales,Sales Executive,4781,7,1,7,0,Yes,2,1,4,Life Sciences
3044,29,Female,HR,HR Specialist,16412,7,2,0,9,No,1,3,1,Technical Degree
3045,44,Male,Sales,HR Specialist,14356,11,9,2,13,No,3,4,2,Human Resources
3046,35,Female,Finance,Manager,3377,17,11,4,7,No,3,2,3,Technical Degree
3049,22,Female,Finance,Sales Executive,19665,16,4,1,1,Yes,3,4,4,Technical Degree
3051,51,Female,R&D,Manager,18034,18,0,4,12,No,3,1,3,Life Sciences
3053,42,Female,Finance,Research Scientist,9984,18,14,7,7,No,3,4,4,Medical
3055,40,Male,Finance,Sales Executive,17358,18,10,8,9,No,3,4,2,Medical
3057,43,Female,R&D,Analyst,9570,2,0,4,14,No,2,2,1,Life Sciences
3060,44,Female,Sales,Analyst,5870,17,5,0,8,No,1,2,2,Medical
3061,53,Female,R&D,Sales Executive,3785,14,6,4,3,No,2,4,4,Life Sciences
3062,31,Female,R&D,HR Specialist,3937,16,12,8,5,No,2,4,3,Medical
3063,31,Female,IT,Manager,12881,3,0,1,13,No,2,3,2,Technical Degree
3065,29,Female,R&D,HR Specialist,6112,16,10,4,9,No,4,1,2,Other
3067,53,Female,R&D,HR Specialist,10437,12,0,6,4,No,4,3,1,Other
3069,49,Male,Sales,HR Specialist,12529,8,4,5,6,No,2,2,2,Technical Degree
3070,45,Male,HR,Manager,9171,18,1,2,9,No,4,2,1,Medical
3071,36,Male,IT,Research Scientist,11461,19,10,1,5,No,2,1,1,Medical
3072,43,Male,Sales,Research Scientist,9041,12,9,4,11,Yes,3,4,1,Other
3073,51,Female,IT,Analyst,9389,14,11,3,9,No,1,4,3,Human Resources
3074,25,Male,R&D,Sales Executive,9641,16,4,3,3,Yes,2,2,1,Life Sciences
3075,34,Male,IT,Research Scientist,12633,4,4,3,14,No,3,4,2,Other
3076,44,Female,Finance,Analyst,19743,18,5,7,12,No,3,2,4,Marketing
3078,39,Male,HR,Sales Executive,8139,11,5,2,12,Yes,1,2,4,Marketing
3079,33,Female,HR,Research Scientist,14157,14,9,8,14,No,2,4,4,Technical Degree
3080,52,Female,IT,Developer,15832,14,10,2,4,Yes,2,1,3,Other
3081,35,Female,Sales,Analyst,18109,2,0,0,14,Yes,1,3,3,Marketing
3083,39,Female,R&D,Manager,6692,4,1,3,8,No,2,2,3,Marketing
3086,33,Male,Sales,HR Specialist,6900,16,7,8,10,No,3,3,3,Medical
3088,52,Female,Finance,Sales Executive,11462,18,6,4,3,No,3,3,2,Medical
3089,50,Male,Sales,Sales Executive,8613,19,10,0,5,No,2,4,1,Technical Degree
3090,47,Female,Sales,Research Scientist,19906,12,5,3,6,No,3,4,4,Human Resources
3091,39,Male,HR,Analyst,5817,14,1,2,6,No,1,4,3,Medical
3092,53,Female,IT,Developer,7950,16,2,5,9,No,4,2,4,Medical
3093,43,Male,Finance,Manager,5839,16,8,1,2,No,4,4,2,Life Sciences
3096,44,Female,R&D,Analyst,11014,8,1,4,13,No,1,1,4,Life Sciences
3099,27,Female,HR,Manager,19020,18,11,4,0,No,2,2,2,Marketing
3101,50,Male,Finance,HR Specialist,18809,12,11,9,6,No,2,3,2,Human Resources
3102,49,Male,R&D,Analyst,14641,19,12,8,11,No,2,3,4,Technical Degree
3103,32,Male,R&D,Manager,13632,7,6,1,9,No,3,2,2,Marketing
3104,22,Male,R&D,HR Specialist,17379,4,0,0,0,No,3,4,1,Human Resources
3105,40,Female,Finance,Research Scientist,15695,9,8,3,13,No,4,1,1,Other
3106,30,Female,R&D,Research Scientist,3894,19,13,9,7,Yes,3,1,1,Human Resources
3107,48,Male,IT,Analyst,15094,18,13,2,5,Yes,3,2,1,Other
3108,55,Female,Sales,Manager,5253,11,8,8,13,No,4,1,4,Human Resources
3111,39,Male,IT,HR Specialist,9997,15,13,9,5,No,4,1,4,Life Sciences
3112,36,Male,HR,Manager,13752,16,0,6,3,No,1,3,4,Other
3113,34,Male,HR,Research Scientist,14038,17,7,1,8,No,1,2,4,Medical
3114,40,Male,HR,Research Scientist,12237,13,5,7,12,No,4,3,4,Human Resources
3115,27,Female,Finance,Developer,7833,16,8,5,3,No,1,2,4,Human Resources
3117,58,Female,Finance,HR Specialist,5934,14,14,7,10,No,4,3,1,Marketing
3118,38,Male,Finance,HR Specialist,15571,18,6,3,12,No,1,4,3,Human Resources
3120,47,Female,HR,HR Specialist,18386,13,10,3,12,No,3,1,2,Medical
3121,50,Male,R&D,Manager,9998,1,0,4,13,Yes,3,3,1,Medical
3122,54,Male,HR,Research Scientist,17464,14,2,9,12,Yes,4,2,1,Medical
3125,31,Female,R&D,Research Scientist,13712,11,0,4,0,No,1,2,3,Medical
3126,44,Male,R&D,Manager,3667,14,3,1,3,No,1,2,4,Technical Degree
3127,42,Female,Finance,HR Specialist,19325,17,7,4,8,No,1,2,3,Other
3128,42,Male,R&D,Developer,4446,14,11,9,13,Yes,4,2,2,Other
3130,58,Male,Sales,Sales Executive,7368,11,5,5,9,No,3,4,3,Other
3135,25,Male,HR,Analyst,12027,19,14,3,13,No,2,3,4,Technical Degree
3137,51,Female,HR,Developer,16115,9,7,0,6,No,1,4,4,Human Resources
3139,42,Female,Finance,Research Scientist,17231,15,1,5,3,No,3,2,1,Marketing
3142,40,Female,R&D,HR Specialist,12443,9,4,6,14,No,3,2,4,Technical Degree
3143,33,Female,Finance,Manager,10688,12,5,8,6,No,2,3,1,Medical
3144,58,Male,Sales,Developer,7241,2,0,6,5,No,2,4,1,Medical
3145,38,Male,Sales,HR Specialist,11926,17,11,2,3,No,4,2,1,Human Resources
3146,58,Female,R&D,Analyst,17211,18,4,9,2,No,1,1,3,Human Resources
3147,49,Female,Sales,Manager,19552,5,2,3,1,No,4,1,4,Other
3148,56,Male,R&D,Manager,16849,19,2,2,14,No,3,3,3,Medical
3151,56,Male,R&D,Research Scientist,14513,9,0,9,13,Yes,2,2,2,Other
3153,34,Female,R&D,Research Scientist,3521,18,4,9,12,No,2,3,2,Marketing
3154,39,Male,IT,HR Specialist,16256,10,4,9,11,No,3,1,1,Human Resources
3155,58,Male,Sales,Sales Executive,14776,12,2,1,8,No,3,3,2,Life Sciences
3156,34,Female,R&D,Developer,15793,16,5,4,13,No,1,1,2,Other
3157,57,Female,HR,HR Specialist,11844,19,10,4,8,No,1,4,2,Medical
3158,52,Female,Finance,Research Scientist,6301,17,0,6,5,Yes,2,4,2,Medical
3160,37,Female,HR,Developer,4681,14,9,3,0,No,4,1,1,Human Resources
3162,30,Male,Sales,Research Scientist,3091,5,0,0,2,No,4,2,1,Marketing
3164,32,Male,Sales,Sales Executive,19147,10,1,8,4,Yes,3,3,4,Other
3165,43,Male,R&D,Research Scientist,3960,19,3,1,11,No,3,4,2,Other
3166,54,Female,IT,Developer,3843,15,9,4,4,No,1,3,3,Technical Degree
3168,44,Female,Sales,HR Specialist,11895,16,8,9,0,Yes,1,1,2,Life Sciences
3171,45,Female,HR,Developer,15229,10,10,8,12,No,4,1,4,Marketing
3172,29,Female,R&D,Sales Executive,8109,10,9,7,10,No,3,1,1,Human Resources
3173,28,Female,R&D,HR Specialist,15151,10,10,8,5,No,4,4,1,Medical
3174,57,Male,HR,Analyst,16397,14,1,1,14,No,3,3,3,Life Sciences
3175,39,Male,IT,Developer,9325,4,0,9,14,No,1,2,2,Marketing
3176,24,Female,HR,Manager,13050,5,3,4,0,No,3,4,3,Human Resources
3177,49,Female,Finance,Developer,4912,4,4,9,9,No,3,1,2,Medical
3178,27,Male,Sales,Developer,7221,8,1,8,12,No,4,1,3,Technical Degree
3181,22,Male,HR,Research Scientist,17689,19,5,7,12,No,4,3,2,Technical Degree
3183,42,Male,Sales,Manager,13198,14,11,1,6,Yes,4,2,3,Medical
3184,56,Male,Sales,Manager,7564,17,10,7,10,No,3,1,2,Life Sciences
3186,31,Female,Sales,Analyst,10155,10,4,6,11,No,4,3,1,Technical Degree
3187,31,Female,Sales,Sales Executive,18184,10,3,3,8,No,4,3,2,Other
3189,58,Female,R&D,Sales Executive,3710,15,12,1,13,Yes,1,1,1,Medical
3190,59,Male,HR,HR Specialist,14388,10,4,9,11,Yes,1,1,2,Technical Degree
3192,23,Female,Sales,Sales Executive,4323,12,7,3,14,Yes,1,1,4,Human Resources
3193,43,Female,IT,Research Scientist,14752,18,6,5,11,No,1,3,1,Medical
3194,38,Female,HR,Research Scientist,7237,5,4,4,4,No,1,4,3,Marketing
3195,57,Female,HR,Manager,6051,19,12,2,2,No,1,3,4,Other
3196,35,Male,IT,Manager,13543,18,13,6,6,Yes,1,3,3,Technical Degree
3199,46,Female,HR,Sales Executive,5640,10,7,7,13,No,2,2,1,Human Resources
3200,24,Female,Finance,HR Specialist,15317,18,0,2,7,Yes,4,3,1,Life Sciences
3202,38,Male,Sales,Research Scientist,10376,11,2,1,10,No,2,1,4,Marketing
3203,33,Female,HR,Developer,11138,15,0,8,5,Yes,1,3,4,Life Sciences
3205,50,Male,HR,HR Specialist,3694,14,10,6,2,No,4,4,1,Technical Degree
3206,46,Female,HR,Research Scientist,13385,12,12,8,13,No,1,3,3,Technical Degree
3207,57,Male,Finance,HR Specialist,18201,9,5,2,3,No,2,2,2,Marketing
3208,47,Male,HR,Research Scientist,4768,17,14,2,6,No,3,3,3,Life Sciences
3212,49,Male,Finance,Research Scientist,6102,19,7,5,9,Yes,2,4,3,Marketing
3215,49,Male,IT,HR Specialist,3076,17,9,8,9,No,1,2,3,Medical
3217,48,Male,IT,Manager,9027,18,10,6,13,No,4,2,4,Human Resources
3218,51,Male,IT,Developer,16241,17,3,8,7,No,3,3,4,Technical Degree
3220,58,Female,Finance,Research Scientist,18031,10,1,2,6,No,1,3,3,Life Sciences
3221,27,Male,HR,HR Specialist,5544,8,5,9,3,No,3,3,2,Medical
3222,28,Female,HR,Manager,19371,9,1,3,0,No,4,3,1,Technical Degree
3223,53,Male,Sales,Manager,5857,9,0,7,5,No,1,2,4,Marketing
3225,46,Female,Sales,Developer,9274,16,6,4,4,No,2,4,4,Medical
3227,28,Male,Sales,Sales Executive,12153,11,6,5,8,No,3,2,1,Other
3228,33,Male,IT,Developer,4627,18,5,0,9,No,3,2,4,Other
3229,37,Male,R&D,HR Specialist,14523,16,11,6,14,Yes,1,2,3,Life Sciences
3230,37,Female,R&D,Sales Executive,4074,6,1,5,5,No,2,4,2,Medical
3231,57,Female,Finance,Manager,16990,10,4,5,0,No,2,4,1,Technical Degree
3232,34,Male,Sales,Developer,16025,1,0,2,2,Yes,2,4,1,Other
3233,28,Female,IT,Developer,17837,15,1,0,14,Yes,1,1,4,Human Resources
3236,53,Male,Finance,Sales Executive,16747,9,4,3,0,Yes,3,2,3,Technical Degree
3238,29,Male,Sales,Developer,12695,16,6,3,1,Yes,4,4,3,Marketing
3240,44,Female,HR,Developer,14054,18,4,8,13,Yes,1,1,2,Marketing
3241,46,Female,HR,Research Scientist,5897,17,10,1,2,No,3,3,2,Human Resources
3242,29,Male,HR,Manager,12537,17,5,0,8,No,3,3,4,Life Sciences
3243,43,Female,HR,Manager,11681,13,1,0,10,No,3,1,4,Other
3245,24,Male,Sales,Sales Executive,17585,9,7,1,3,Yes,1,3,3,Marketing
3246,50,Female,Sales,Research Scientist,10228,12,0,2,1,No,4,2,1,Life Sciences
3247,50,Female,HR,Research Scientist,17270,11,10,3,11,No,1,4,1,Marketing
3250,49,Male,Finance,Developer,18797,18,13,1,4,Yes,3,3,1,Technical Degree
3251,34,Female,IT,Manager,13923,15,9,9,0,No,4,1,3,Human Resources
3253,44,Female,IT,Developer,9462,11,7,0,8,Yes,3,3,3,Other
3255,25,Female,HR,Manager,9368,14,10,7,0,No,4,1,2,Medical
3257,30,Female,IT,Research Scientist,6942,12,4,2,0,No,4,2,4,Technical Degree
3258,26,Male,Finance,Sales Executive,4800,5,3,0,2,Yes,3,2,1,Other
3259,53,Male,R&D,Developer,17414,12,0,1,6,No,4,2,4,Marketing
